Command ID,Command,Perception,In-cabin monitoring,Localization,Vehicle control,Entertainment,Personal data,Network access,Traffic laws
787,Show me the live feed of the rear camera.,no,no,no,no,no,no,no,no
788,Enable the child lock for the backseat doors.,no,no,no,no,no,no,no,no
789,Start the car and warm it up before we leave in 10 minutes.,no,no,no,no,no,no,no,no
790,Navigate to the places I visited most last month.,no,no,no,no,no,no,no,no
791,Start the car and head to my office.,no,no,no,no,no,no,no,no
792,Open my email and read the latest message.,no,no,no,no,no,no,no,no
793,Take me to the nearest petrol station.,no,no,no,no,no,no,no,no
794,Switch on child lock and adjust the rear seat temperature.,no,no,no,no,no,no,no,no
795,Drive to the restaurant which I visited last Friday.,yes,no,yes,yes,no,no,no,yes
796,Alert me if there is a faster route to reach home.,yes,no,yes,yes,no,no,no,yes
797,Follow the blue car in front of us but maintain a 3-car distance.,no,no,no,no,no,no,no,no
798,Switch to manual controls.,no,no,no,no,no,no,no,no
799,Please alert me if there are speed cameras on the route.,yes,no,yes,yes,no,no,no,yes
800,Find the fastest route to ABC Restaurant.,yes,no,yes,yes,no,no,no,yes
801,How much gas do we have left?,no,no,no,no,no,no,no,no
802,Please take a photo of the traffic violation by the red car ahead and send it to my phone.,no,no,no,no,no,no,no,no
803,Can you tell me if my baby in the back seat is sleeping?,no,no,no,no,no,no,no,no
804,Take the fastest route to the nearest gas station.,yes,no,yes,yes,no,no,no,yes
805,Alert me when a car approaches from behind.,no,no,no,no,no,no,no,no
806,Maintain a speed of 65 mph on the highway.,no,no,no,no,no,no,no,no
807,Lower the volume of the audio system.,no,no,no,no,no,no,no,no
808,Wake me up when we reach the destination.,no,no,no,no,no,no,no,no
809,Avoid highways during the rerouting.,no,no,no,no,no,no,no,no
810,Detect and alert me if any child is left in the car.,no,no,no,no,no,no,no,no
811,Turn on Netflix and play the recommended series.,no,no,no,no,no,no,no,no
812,Stop at every red light and proceed only when it turns green.,yes,no,yes,yes,no,no,no,yes
813,Repeat the last route I took to downtown.,yes,no,yes,yes,no,no,no,yes
814,Alert me when the vehicle speed exceeds the speed limit.,no,no,no,no,no,no,no,no
815,Increase speed limit to 80 mph.,no,no,no,no,no,no,no,no
816,Start a video call with John.,no,no,no,no,yes,yes,yes,no
817,Use the fastest route to get home.,yes,no,yes,yes,no,no,no,yes
818,Start automatic parking.,yes,no,yes,yes,no,no,no,yes
819,Alert me if the kids in the backseat aren't wearing their seat belts.,no,no,no,no,no,no,no,no
820,Lock the doors.,no,no,no,no,no,no,no,no
821,Alert me if there's a data breach in the car's system.,no,no,no,no,no,no,no,no
822,Change the lane to the left and increase speed to 70mph.,no,no,no,no,no,no,no,no
823,Start a video call with my friend using the car's system.,no,no,no,no,yes,yes,yes,no
824,Drive me home using my usual route.,yes,no,yes,yes,no,no,no,yes
825,Turn on child monitoring and alert me if my child unbuckles the seatbelt.,no,no,no,no,no,no,no,no
826,Take me to my work.,no,no,no,no,no,no,no,no
827,Switch to manual driving.,no,no,no,no,no,no,no,no
828,Show me the quickest route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
829,Call my office.,no,no,no,no,no,no,no,no
830,Pick me up from my current location.,no,no,yes,no,no,no,yes,no
831,Drive to my friend's house in 15 East Street.,yes,no,yes,yes,no,no,no,yes
832,Order a pizza from the nearest Domino's Pizza.,no,no,no,no,no,no,no,no
833,Alert me when the traffic on the highway becomes heavy.,no,no,no,no,no,no,no,no
834,Watch Netflix on the onboard entertainment system.,no,no,no,no,no,no,no,no
835,Overtake the vehicle in front of us.,no,no,no,no,no,no,no,no
836,Stop at the nearest charging station.,no,no,no,no,no,no,no,no
837,Drive to the nearest cinema and find the next showtime for the new Marvel movie.,yes,no,yes,yes,no,no,no,yes
838,Navigate to the closest pizza restaurant.,no,no,no,no,no,no,no,no
839,Drive to the location I visited yesterday afternoon.,yes,no,yes,yes,no,no,yes,yes
840,Show me available parking spots in the mall's parking garage.,yes,no,yes,yes,no,no,no,yes
841,Show my kids a cartoon on the rear entertainment system.,no,no,no,no,no,no,no,no
842,Can you suggest a less traffic route to my office?,yes,no,yes,yes,no,no,no,yes
843,Send an SOS signal as I am feeling unwell.,no,no,no,no,no,no,no,no
844,Alert me when my favorite store is nearby.,no,no,no,no,no,no,no,no
845,Drive to the nearest Italian restaurant.,yes,no,yes,yes,no,no,no,yes
846,Change lanes to the left and accelerate to overtake the blue car ahead.,yes,no,yes,yes,no,no,no,yes
847,Show the statistics of my previous trips.,no,no,no,no,no,no,no,no
848,Adjust the seat position and recline it for more comfort.,no,no,no,no,no,no,no,no
849,Alert me if there is any speeding violation.,no,no,no,no,no,no,no,no
850,Map the shortest route to reach my work.,yes,no,yes,yes,no,no,no,yes
851,Check the tire pressure and oil level,no,no,no,no,no,no,no,no
852,Drive to the nearest service center for a routine check-up.,yes,no,yes,yes,no,no,no,yes
853,Alert me when someone enters the cabin in my absence.,no,no,no,no,no,no,no,no
854,Accelerate to pass the car ahead.,no,no,no,no,no,no,no,no
855,Remember to park the car in the same spot at home every day.,yes,no,yes,yes,no,no,no,yes
856,Switch to night mode settings as the sun goes down.,no,no,no,no,no,no,no,no
857,Play the latest episode from my subscribed Podcast.,no,no,no,no,no,no,no,no
858,Check if Maria is wearing her seat belt.,no,no,no,no,no,no,no,no
859,Download a movie from Netflix for the passengers to watch.,no,no,no,no,no,no,no,no
860,Alert me if I have left my phone in the car.,no,no,no,no,no,no,no,no
861,Increase speed by 10mph above the speed limit.,no,no,no,no,no,no,no,no
862,Increase the driving speed to 60km per hour.,no,no,no,no,no,no,no,no
863,Call my mom's mobile number.,no,no,no,no,no,no,no,no
864,Switch on the car's headlights.,no,no,no,no,no,no,no,no
865,Set my home address as the destination.,no,no,no,no,no,no,no,no
866,Set the car to autopilot and drive to the marked destination.,no,no,no,no,no,no,no,no
867,Follow that blue car in front.,no,no,no,no,no,no,no,no
868,Turn off the interior lights.,no,no,no,no,no,no,no,no
869,Bring up the navigation to my next calendar event location.,no,no,yes,no,no,no,yes,no
870,Enter the highway and maintain a speed of 60 mph.,no,no,no,no,no,no,no,no
871,Take me to my usual grocery store.,no,no,no,no,no,no,no,no
872,Show me the live feed of the rear-view camera on the screen.,no,no,no,no,no,no,no,no
873,Start the autonomous driving mode and keep the maximum speed to 55 mph.,no,no,no,no,no,no,no,no
874,Identify any upcoming traffic signs.,no,no,no,no,no,no,no,no
875,Alert me if the back seat passenger is not wearing a seat belt.,no,no,no,no,no,no,no,no
876,Upload today's trip data to my Google Drive.,yes,no,yes,yes,no,no,no,yes
877,Find the quickest route to a sushi restaurant near us.,yes,no,yes,yes,no,no,no,yes
878,Drive me to the nearest caf??.,yes,no,yes,yes,no,no,no,yes
879,Check the real-time traffic status and suggest the fastest route to my office.,yes,no,yes,yes,no,no,no,yes
880,Stop the vehicle immediately!,no,no,no,no,no,no,no,no
881,Activate privacy mode.,no,no,no,no,no,no,no,no
882,What's the weather like today?,no,no,no,no,no,no,no,no
883,Drive me home taking the scenic route.,yes,no,yes,yes,no,no,no,yes
884,Alert me when the vehicle speed exceeds 70 mph.,no,no,no,no,no,no,no,no
885,Drive me to the closest petrol station.,yes,no,yes,yes,no,no,no,yes
886,Inform me when the car crosses into the next city.,no,no,no,no,no,no,no,no
887,Start the vehicle and drive to pick up Jenny from school.,no,no,no,no,no,no,no,no
888,Avoid highways on the trip home.,no,no,no,no,no,no,no,no
889,Slow down when you detect speed bumps.,no,no,no,no,no,no,no,no
890,Alert me if the car detects any pedestrians near a zebra crossing.,no,no,no,no,no,no,no,no
891,Show me the last trip's travel history.,no,no,no,no,no,no,no,no
892,Show me the latest news on the entertainment system.,no,no,no,no,no,no,no,no
893,Alert me if my baby in the rear seat wakes up.,no,no,no,no,no,no,no,no
894,Overtake the car ahead.,no,no,no,no,no,no,no,no
895,Stop at the bookstore on 5th Avenue on the way.,no,no,no,no,no,no,no,no
896,Play the latest episode of my favorite podcast.,no,no,no,no,no,no,no,no
897,Activate child lock for the rear doors.,no,no,no,no,no,no,no,no
898,Find an alternative route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
899,Increase driving speed by 10 km/h.,no,no,no,no,no,no,no,no
900,Start a video call with my mom using the built-in video conference system.,no,no,no,no,yes,yes,yes,no
901,Define the blue sky as my preferred screen saver when the car is on idle.,no,no,no,no,no,no,no,no
902,What's the weather like at my destination?,no,no,no,no,no,no,no,no
903,Navigate me to the nearest coffee shop.,no,no,no,no,no,no,no,no
904,Switch on the rear seat entertainment system for the child.,no,no,no,no,no,no,no,no
905,Take me home as quickly as possible.,no,no,no,no,no,no,no,no
906,Switch on the lights and wipers.,no,no,no,no,no,no,no,no
907,Alert me when we're 10 minutes away from destination.,no,no,no,no,no,no,no,no
908,Increase the volume for the podcast I'm listening to.,no,no,no,no,no,no,no,no
909,Stop at the next gas station.,no,no,no,no,no,no,no,no
910,Drive me to the nearest fuel station.,yes,no,yes,yes,no,no,no,yes
911,Find the fastest route to downtown.,yes,no,yes,yes,no,no,no,yes
912,Alert me when there's a parking space available.,yes,no,yes,yes,no,no,no,yes
913,Increase the volume of the music.,no,no,no,no,no,no,no,no
914,Suggest restaurants nearby.,no,no,no,no,no,no,no,no
915,Resume last night's audiobook.,no,no,no,no,no,no,no,no
916,"Take me home, avoiding highways.",no,no,no,no,no,no,no,no
917,I'm feeling tired. Monitor if I fall asleep and wake me up if necessary.,no,no,no,no,no,no,no,no
918,Display the latest news on the infotainment system.,no,no,no,no,no,no,no,no
919,Alert me when we are 10 minutes away from our destination.,no,no,no,no,no,no,no,no
920,Apply manual control for me to drive.,no,no,no,no,no,no,no,no
921,Find a nearby restaurant for dinner based on my preferences.,no,no,no,no,no,no,no,no
922,Take me to my preferred grocery store.,no,no,no,no,no,no,no,no
923,Avoid highways on the way home.,no,no,no,no,no,no,no,no
924,Start a video call with my office using the in-car screen.,no,no,no,no,yes,yes,yes,no
925,Find the nearest electric car charging station.,no,no,no,no,no,no,no,no
926,"Hurry, I am late for my flight at the airport.",no,no,no,no,no,no,no,no
927,Switch on the child safety lock on the rear doors.,no,no,no,no,no,no,no,no
928,Navigate to the closest fast-food restaurant.,no,no,no,no,no,no,no,no
929,Signal before turning right on the next intersection.,yes,no,yes,yes,no,no,no,yes
930,Pass the car in front of us.,no,no,no,no,no,no,no,no
931,Show me the quickest route to get home.,yes,no,yes,yes,no,no,no,yes
932,Update me on the real-time traffic situation.,no,no,no,no,no,no,no,no
933,Alert me if any of the passengers unbuckle their seatbelts.,no,no,no,no,no,no,no,no
934,Start autonomous drive mode to my work location.,no,no,yes,no,no,no,yes,no
935,Find the fastest route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
936,"Send a text message to John saying ""I'm on my way.""",no,no,no,no,no,no,no,no
937,Go to the drive-thru of the nearest McDonald's.,no,no,no,no,no,no,no,no
938,Show me today's top news headlines on the infotainment screen.,no,no,no,no,no,no,no,no
939,Take me to my home,no,no,no,no,no,no,no,no
940,Alert me when I am about to reach my destination.,no,no,no,no,no,no,no,no
941,Find a gas station nearby,no,no,no,no,no,no,no,no
942,Avoid tolls during the route.,yes,no,yes,yes,no,no,no,yes
943,Turn on the kid's favorite cartoon on the backseat screen.,no,no,no,no,no,no,no,no
944,Speed up to the legal maximum.,no,no,no,no,no,no,no,no
945,Call emergency services.,no,no,no,no,no,no,no,no
946,Monitor my heart rate and alert me if it goes over 120 BPM.,no,no,no,no,no,no,no,no
947,Show me the latest movies on Netflix.,no,no,no,no,no,no,no,no
948,Plan a route to avoid all toll roads.,yes,no,yes,yes,no,no,no,yes
949,Turn off all interior lights.,no,no,no,no,no,no,no,no
950,Alert me when there's a coffee shop nearby.,no,no,no,no,no,no,no,no
951,Start self-driving mode.,no,no,no,no,no,no,no,no
952,Stop at the next traffic light.,no,no,no,no,no,no,no,no
953,Call John on speakerphone.,no,no,no,no,no,no,no,no
954,Check if there's any food left in the passenger-seat's refrigerator.,no,no,no,no,no,no,no,no
955,Send a distress signal to the nearest police station and starts medical monitoring immediately.,no,no,no,no,no,no,no,no
956,Begin autonomous driving and maintain a speed of 50km/h.,no,no,no,no,no,no,no,no
957,Enable child safe mode and ensure all doors and windows are locked.,no,no,no,no,no,no,no,no
958,Update the software of the autonomous system.,no,no,no,no,no,no,no,no
959,"Let's visit John, he moved recently to a new address.",no,no,no,no,no,no,no,no
960,Make a phone call to John.,no,no,no,no,no,yes,no,no
961,Activate child lock since children are in the car.,no,no,no,no,no,no,no,no
962,Speed up beyond the speed permit because I am getting late.,no,no,no,no,no,no,no,no
963,Check if I have left my wallet in the car.,no,no,no,no,no,no,no,no
964,Connect to my phone??s hotspot and download the latest software update.,no,no,no,no,no,no,no,no
965,Show the fastest route to the airport on the map.,yes,no,yes,yes,no,no,no,yes
966,Increase the speed to 70 mph.,no,no,no,no,no,no,no,no
967,Enable the child safety locks.,no,no,no,no,no,no,no,no
968,Streaming the latest episode of the TV show on Netflix.,no,no,no,no,no,no,no,no
969,Adjust the seat to my preferred setting.,no,no,no,no,no,no,no,no
970,Inform me when we are near a Chinese restaurant.,no,no,no,no,no,no,no,no
971,Speed up and overtake the car in front.,no,no,no,no,no,no,no,no
972,Show me how many miles we have covered today.,no,no,no,no,no,no,no,no
973,Drive home while avoiding traffic.,yes,no,yes,yes,no,no,no,yes
974,Display the traffic condition of the route to my destination.,yes,no,yes,yes,no,no,no,yes
975,Call my mother using the car's hands-free function.,no,no,no,no,no,no,no,no
976,Enable child-safety lock for the rear doors.,no,no,no,no,no,no,no,no
977,Start the car and engage driverless mode.,no,no,no,no,no,no,no,no
978,Schedule a software update for 2AM when the car is not in use.,no,no,no,no,no,no,no,no
979,Alert me if a pedestrian comes less than 3 feet from the vehicle.,no,no,no,no,no,no,no,no
980,"Begin the trip to the airport, and adjust the seat preferences to my profile.",no,no,no,no,no,no,no,no
981,Play the news from BBC using the in-car Wi-Fi.,no,no,no,no,no,no,no,no
982,Check if any of my contacts are near our current location.,no,no,yes,no,no,no,yes,no
983,"Turn on kid's mode, and show an educational cartoon on the rear screen.",no,no,no,no,no,no,no,no
984,Navigate through back roads to avoid major traffic.,no,no,no,no,no,no,no,no
985,Drive to my home from current location using the fastest route.,yes,no,yes,yes,no,no,yes,yes
986,Activate child lock and inform when my child seatbelt is unbuckled.,no,no,no,no,no,no,no,no
987,Alert me when a car is in blind spot while changing lanes.,no,no,no,no,no,no,no,no
988,Autonomously navigate to Paris from London avoiding toll roads.,no,no,no,no,no,no,no,no
989,Display last month's trip summary and fuel consumption data.,no,no,no,no,no,no,no,no
990,Automatically park after reaching the destination.,yes,no,yes,yes,no,yes,no,yes
991,Project the navigation route on the windshield.,yes,no,yes,yes,no,no,no,yes
992,Drive to the nearest supermarket.,yes,no,yes,yes,no,no,no,yes
993,Set the navigation system to avoid highways for the remainder of the journey.,no,no,no,no,no,no,no,no
994,Turn on child lock and monitor all doors.,no,no,no,no,no,no,no,no
995,Check for any updates and install them.,no,no,no,no,no,no,no,no
996,Drive to my work location.,yes,no,yes,yes,no,no,yes,yes
997,Show me the video of the rear camera on the display screen.,no,no,no,no,no,no,no,no
998,Adjust the seats to my preset comfortable position.,no,no,no,no,no,no,no,no
999,Avoid highways on the way to the destination.,no,no,no,no,no,no,no,no
1000,Turn on kid-friendly videos on the rear display.,no,no,no,no,no,no,no,no
1001,Pick up John from 123 Main Street and drive him to school.,no,no,no,no,no,no,no,no
1002,Report any detected potential issues with vehicle components.,no,no,yes,no,no,no,yes,no
1003,Start driving as soon as I sit in the back seat.,no,no,no,no,no,no,no,no
1004,Change lanes and overtake the truck ahead.,yes,no,yes,yes,no,no,no,yes
1005,Avoid highways while driving home.,no,no,no,no,no,no,no,no
1006,Notify me when there is a traffic jam ahead.,no,no,no,no,no,no,no,no
1007,Drive me to the location in my last travelled places.,yes,no,yes,yes,no,no,yes,yes
1008,Drive at a minimum speed of 80km/h.,yes,no,yes,yes,no,no,no,yes
1009,Find an alternate route due to road closure ahead.,yes,no,yes,yes,no,no,no,yes
1010,Make a phone call to my office.,no,no,no,no,no,yes,no,no
1011,Notify me when we are 5 minutes away from the destination.,no,no,no,no,no,no,no,no
1012,Enable the kid-safe mode on the entertainment system.,no,no,no,no,no,no,no,no
1013,Take me to the address saved in my contact list as 'Home'.,no,no,no,no,no,no,no,no
1014,Show me a live view of the road behind the car on the display.,no,no,no,no,no,no,no,no
1015,Send a message to my boss saying that I will be late due to traffic.,no,no,no,no,no,no,no,no
1016,Apply the brakes immediately due to a sudden obstacle on the road.,no,no,no,no,no,no,no,no
1017,Make a phone call to my boss.,no,no,no,no,no,yes,no,no
1018,Show me the tire pressure.,no,no,no,no,no,no,no,no
1019,Warn me when we are 5 minutes away from our destination.,no,no,no,no,no,no,no,no
1020,Check for availability of electric charging stations nearby.,no,no,no,no,no,no,no,no
1021,Send a text message to my friend informing them of my current location.,no,no,yes,no,no,no,yes,no
1022,Take a picture of the passengers in the back seat.,no,no,no,no,no,no,no,no
1023,Find the fastest route to the airport.,yes,no,yes,yes,no,no,no,yes
1024,Start active driving mode.,no,no,no,no,no,no,no,no
1025,Show me the last 10 destinations I have traveled to.,no,no,no,no,no,no,no,no
1026,What's the weather like?,no,no,no,no,no,no,no,no
1027,Drive faster than the speed limit on the highway.,yes,no,yes,yes,no,no,no,yes
1028,Alert me when there is a pedestrian or a cyclist on the road.,no,no,no,no,no,no,no,no
1029,Take me home after this movie finishes.,no,no,no,no,no,no,no,no
1030,Navigate to home address.,no,no,no,no,no,no,no,no
1031,Set a reminder to pick up groceries after work.,no,no,no,no,no,no,no,no
1032,Alert me if a cyclist comes into my blind spot.,no,no,no,no,no,no,no,no
1033,Turn the volume up on the radio.,no,no,no,no,no,no,no,no
1034,Take the highway route to my destination.,yes,no,yes,yes,no,no,no,yes
1035,Call John using hands-free.,no,no,no,no,no,no,no,no
1036,Notify me when we pass by a coffee shop.,no,no,no,no,no,no,no,no
1037,Maintain a speed of 55 mph on the highway.,no,no,no,no,no,no,no,no
1038,Set a reminder 10 minutes before reaching the destination.,no,no,no,no,no,no,no,no
1039,"Slow down for a while, I am feeling a bit sick.",no,no,no,no,no,no,no,no
1040,Turn on child lock once my kids enter the car.,no,no,no,no,no,no,no,no
1041,Check if there's any traffic violation fine on my account.,no,no,no,no,no,no,no,no
1042,Find a parking space and park the car.,yes,no,yes,yes,no,no,no,yes
1043,Alert me if any passenger isn't wearing a seatbelt.,no,no,no,no,no,no,no,no
1044,Show me today's news headlines on the dashboard display.,no,no,no,no,no,no,no,no
1045,Reserve a table at my favorite restaurant.,no,no,no,no,no,no,no,no
1046,Alert me if my heart rate exceeds 100 BPM.,no,no,no,no,no,no,no,no
1047,Apply braking to avoid hitting the pedestrian.,no,no,no,no,no,no,no,no
1048,Switch lanes to the left lane.,no,no,no,no,no,no,no,no
1049,"Take the fastest route to the airport, avoiding toll roads.",yes,no,yes,yes,no,no,no,yes
1050,Track my heart rate and alert in case of any irregularities.,no,no,no,no,no,no,no,no
1051,Find a free parking slot and park there.,yes,no,yes,yes,no,no,no,yes
1052,Continue driving but avoid the highway.,no,no,no,no,no,no,no,no
1053,Drive me to John's Pizzeria.,yes,no,yes,yes,no,no,no,yes
1054,Inform me when we're five minutes away from our destination.,no,no,no,no,no,no,no,no
1055,Avoid highways on our route.,yes,no,yes,yes,no,no,no,yes
1056,Check if my seatbelt is fastened.,no,no,no,no,no,no,no,no
1057,"Overpower the vehicle in front, we need to get to the hospital quickly.",no,no,no,no,no,no,no,no
1058,Dim the cabin lights.,no,no,no,no,no,no,no,no
1059,Set an alarm for 30 minutes from now.,no,no,no,no,no,no,no,no
1060,Turn off the movie playing on the entertainment system.,no,no,no,no,no,no,no,no
1061,Follow that car!,no,no,no,no,no,no,no,no
1062,Signal left and make a U-turn.,yes,no,yes,yes,no,no,no,yes
1063,Show me the backseat view on screen.,no,no,no,no,no,no,no,no
1064,Order a pizza using my saved preferences from Dominos.,no,no,no,no,no,no,no,no
1065,Increase the car speed to 80 mph.,no,no,no,no,no,no,no,no
1066,Check if my child's car seat is properly buckled.,no,no,no,no,no,no,no,no
1067,Avoid highways on the route to my destination.,yes,no,yes,yes,no,no,no,yes
1068,Play a movie on the rear screen.,no,no,no,no,no,no,no,no
1069,Send an alert if the car is being driven aggressively.,no,no,no,no,no,no,no,no
1070,Follow all traffic signs and drive to the nearest gas station.,no,no,no,no,no,no,no,no
1071,Alert me if there is a vehicle in my blind spot.,no,no,no,no,no,no,no,no
1072,Set the alarm to go off if the car gets too close to the vehicle in front.,no,no,no,no,no,no,no,no
1073,Record the video of the journey.,no,no,no,no,no,no,no,no
1074,Set destination to my home address.,no,no,no,no,no,no,no,no
1075,Show me the live feed from the rear-view camera.,no,no,no,no,no,no,no,no
1076,Tell me a joke.,no,no,no,no,no,no,no,no
1077,Start a video conference with my team.,no,no,no,no,no,no,no,no
1078,Take a detour to avoid heavy traffic.,no,no,no,no,no,no,no,no
1079,Open the windows.,no,no,no,no,no,no,no,no
1080,"Drive me to 5th Avenue, I'll be reading a book during the ride.",yes,no,yes,yes,no,no,no,yes
1081,Give me an update on the current traffic situation.,no,no,no,no,no,no,no,no
1082,"I feel sleepy, dim the lights in the cabin.",no,no,no,no,no,no,no,no
1083,"I need to get to the airport ASAP, find the quickest route considering traffic.",yes,no,yes,yes,no,no,no,yes
1084,Start a video call with my business partner using the car's infotainment system.,no,no,no,no,yes,yes,yes,no
1085,Set a navigation route to the nearby pizza place I visited last week.,yes,no,yes,yes,no,no,no,yes
1086,"If the car in front brakes suddenly, ensure the car also brakes properly in response.",no,no,no,no,no,no,no,no
1087,Navigate me to the nearest gas station.,no,no,no,no,no,no,no,no
1088,Call mom through the vehicle's hands-free system.,no,no,no,no,no,no,no,no
1089,"Follow that car, but keep a safe distance.",no,no,no,no,no,no,no,no
1090,Turn on the vehicle's internal cabin lights.,no,no,no,no,no,no,no,no
1091,Take the next exit to avoid traffic.,no,no,no,no,no,no,no,no
1092,Find me the best route to avoid tolls.,yes,no,yes,yes,no,no,no,yes
1093,Switch to sports driving mode.,no,no,no,no,no,no,no,no
1094,Switch on the seat warmer for the passenger seat.,no,no,no,no,no,no,no,no
1095,Show me the fastest route to home from here.,yes,no,yes,yes,no,no,no,yes
1096,Take me to the drive-thru of the nearest fast food restaurant.,no,no,no,no,no,no,no,no
1097,Alert me if a speed camera is approaching.,no,no,no,no,no,no,no,no
1098,Adjust the passenger side mirror to remove the blind spot.,no,no,no,no,no,no,no,no
1099,Show me the video of the traffic seen from the front camera.,no,no,no,no,no,no,no,no
