Command ID,Command,Perception,In-cabin monitoring,Localization,Vehicle control,Entertainment,Personal data,Network access,Traffic laws
687,Drive to the satisfaction of all the passengers in the vehicle.,Yes,Yes,Yes,Yes,No,No,No,No
688,Show the video of the last football game on the rear screen.,No,No,No,No,Yes,No,Yes,No
689,Switch off all the outside lights of the car.,Yes,No,No,Yes,No,No,No,Yes
690,Take me to my office.,Yes,No,Yes,Yes,No,Yes,Yes,No
691,Provide real-time traffic updates.,Yes,No,Yes,No,No,No,Yes,No
692,Find a faster route to my destination.,Yes,No,Yes,Yes,No,No,Yes,No
693,Take me to the nearest pizza shop.,Yes,No,Yes,Yes,No,No,Yes,No
694,Find an alternate route to avoid the traffic.,Yes,No,Yes,Yes,No,No,Yes,No
695,Identify the song playing on the radio.,No,No,No,No,Yes,No,Yes,No
696,Call my office using the Bluetooth speaker.,No,No,No,No,Yes,Yes,Yes,No
697,Warn me when a pedestrian is about to cross the street.,Yes,No,No,No,No,No,No,No
698,Take me to the nearest Starbucks.,Yes,No,Yes,Yes,No,Yes,Yes,No
699,Check if my baby is sleeping in the back seat.,No,Yes,No,No,No,No,No,No
700,Find a shorter route to avoid the traffic jam.,Yes,No,Yes,Yes,No,No,Yes,No
701,Download the latest episode of my favorite podcast.,No,No,No,No,Yes,Yes,Yes,No
702,Activate child locks on the rear doors.,No,Yes,No,Yes,No,No,No,No
703,Find and book a parking slot in my destination mall.,Yes,No,Yes,Yes,No,Yes,Yes,No
704,Remind me to buy milk when I pass the grocery store.,Yes,No,Yes,No,No,Yes,Yes,No
705,Adjust the driver's seat to my preferred position.,No,Yes,No,No,No,Yes,No,No
706,"Stop the car, I'm feeling unwell.",No,Yes,No,Yes,No,No,No,No
707,Set a reminder to get groceries as we pass by the supermarket.,No,No,Yes,No,No,Yes,Yes,No
708,Show me the live traffic situation on my route to work.,No,No,Yes,No,Yes,Yes,Yes,No
709,Alert me when there is a cheaper gas station nearby while we are on a trip.,No,No,Yes,No,No,No,Yes,No
710,Take a short break and let all passengers stretch a bit.,No,Yes,No,Yes,No,No,No,No
711,Book an appointment to the nearby car service center.,No,No,Yes,No,No,Yes,Yes,No
712,Remember my daily work commute and start the car at 8 AM on weekdays.,No,No,Yes,Yes,No,Yes,No,No
713,Go faster and pass the car in front.,Yes,No,Yes,Yes,No,No,No,No
714,Add a new address to my saved destinations.,No,No,Yes,No,No,Yes,Yes,No
715,Drive me to McDonald’s.,Yes,No,Yes,Yes,No,Yes,Yes,No
716,Engage child locks on the back doors.,No,Yes,No,Yes,No,No,No,No
717,Alert me if there's a car merging from the right.,Yes,No,No,Yes,No,No,No,No
718,Show me what traffic looks like ahead.,Yes,No,Yes,No,No,No,Yes,No
719,Connect my phone to the entertainment system,No,No,No,No,Yes,Yes,Yes,No
720,Drive me to the nearest Starbucks.,Yes,No,Yes,Yes,No,No,Yes,No
721,Call my sister on speaker.,No,Yes,No,No,Yes,Yes,Yes,No
722,"Continue to follow the GPS directions, but avoid the high traffic areas.",Yes,No,Yes,Yes,No,No,Yes,No
723,Find a route to my home address and calculate the estimated time arrival.,Yes,No,Yes,Yes,No,Yes,Yes,No
724,Activate child safety locks.,No,Yes,No,No,No,No,No,No
725,Continue driving at the current speed limit.,Yes,No,Yes,Yes,No,No,Yes,No
726,Drive me to the nearest grocery store.,Yes,No,Yes,Yes,No,No,Yes,No
727,Show me the quickest route to avoid traffic jams.,Yes,No,Yes,Yes,No,No,Yes,No
728,Turn on child mode entertainment features.,No,Yes,No,No,Yes,No,No,No
729,Set travel alerts for my daily commute to the office.,No,No,Yes,No,No,Yes,Yes,No
730,Dim the interior lights.,No,Yes,No,No,No,No,No,No
731,Take me to a destination based on my travel history.,Yes,No,Yes,Yes,No,Yes,Yes,No
732,I'd like to manually drive the vehicle.,Yes,Yes,No,Yes,No,No,No,Yes
733,Alert me if anyone attempts to break into the car.,Yes,Yes,No,No,No,No,No,No
734,Reroute to avoid any traffic jams on the current route.,Yes,No,Yes,Yes,No,No,Yes,No
735,Slow down to a stop for the approaching traffic light.,Yes,No,Yes,Yes,No,No,No,No
736,Check if any of my friends are nearby and let me know if they are.,No,No,No,No,No,Yes,Yes,No
737,Stop the vehicle immediately.,No,No,No,Yes,No,No,No,Yes
738,Show me the movie currently playing in the rear entertainment system.,No,Yes,No,No,Yes,No,Yes,No
739,Raise the volume of music.,No,No,No,No,Yes,No,No,No
740,Scan for any potential collision objects near us.,Yes,No,Yes,Yes,No,No,No,No
741,Alert me if the kids unbuckled their seatbelt in the back seat.,No,Yes,No,No,No,No,No,No
742,Drive faster to beat the red light.,Yes,No,Yes,Yes,No,No,No,Yes
743,Connect to my phone's hotspot and update the vehicle's software.,No,No,No,No,Yes,Yes,Yes,No
744,Reserve a parking spot at the shopping mall.,No,No,Yes,No,No,Yes,Yes,No
745,Increase the speed by 10mph.,Yes,No,No,Yes,No,No,No,Yes
746,Show me how many miles we have traveled today.,No,No,No,No,No,Yes,No,No
747,Mom's house.,Yes,No,Yes,Yes,No,Yes,Yes,No
748,Turn on the news.,No,No,No,No,Yes,No,Yes,No
749,Check if there are any pedestrians crossing the street.,Yes,No,No,Yes,No,No,No,No
750,Call my wife on the speakerphone.,No,No,No,No,Yes,Yes,Yes,No
751,Start self-cleaning mode after I leave the car.,No,Yes,No,No,No,No,No,No
752,Turn off the headlights.,Yes,No,No,Yes,No,No,No,Yes
753,Navigate to my saved home location.,Yes,No,Yes,Yes,No,Yes,Yes,No
754,Show me the latest news on the digital display.,No,No,No,No,Yes,No,Yes,No
755,Set an alarm for 7,No,No,No,No,Yes,Yes,No,No
756,Show the live feed of the rear camera on the display.,Yes,No,No,No,Yes,No,No,No
757,Call my office using the car's hands-free system.,No,No,No,No,Yes,Yes,Yes,No
758,Send an emergency alert if my heart rate is above 130 bpm.,No,Yes,No,No,No,Yes,Yes,No
759,Catch up to the blue car in the next lane assuming safe speed limits.,Yes,No,Yes,Yes,No,No,No,No
760,Upload the trip summary to my phone at the end of the journey.,No,No,Yes,No,No,Yes,Yes,No
761,Drive me to the nearest Coffee shop.,Yes,No,Yes,Yes,No,No,Yes,No
762,Take me home after my meeting ends.,Yes,Yes,Yes,Yes,No,Yes,Yes,No
763,Switch on the cabin light.,No,Yes,No,No,No,No,No,No
764,Alert me if any vehicle is in the blind spot while changing lanes.,Yes,No,Yes,Yes,No,No,No,No
765,Apply brakes if there is a sudden obstruction.,Yes,No,No,Yes,No,No,No,No
766,Find alternate routes if there is traffic on the way.,Yes,No,Yes,Yes,No,No,Yes,No
767,Remind me to buy milk when I pass the supermarket.,No,Yes,Yes,No,No,Yes,Yes,No
768,Show the most recent movie from Netflix on the rear screen.,No,No,No,No,Yes,Yes,Yes,No
769,Check if the kids seated at the back are wearing their seatbelts.,No,Yes,No,No,No,No,No,No
770,Avoid highways for the rest of the journey.,Yes,No,Yes,Yes,No,No,No,No
771,Overtake the blue car in front.,Yes,No,Yes,Yes,No,No,No,Yes
772,Alert me when we are 5 minutes away from the destination.,No,Yes,Yes,No,No,No,Yes,No
773,Check if my cargo in the trunk is secure.,No,Yes,No,No,No,No,No,No
774,Take me to 123 Main Street.,Yes,No,Yes,Yes,No,Yes,Yes,No
775,Avoid highways on our trip.,Yes,No,Yes,Yes,No,No,Yes,No
776,Alert me if the kids in the back seat are not wearing their seat belts.,No,Yes,No,No,No,No,No,No
777,Take the scenic route to our destination.,Yes,No,Yes,Yes,No,Yes,Yes,No
778,Show me updates on the football game.,No,No,No,No,Yes,No,Yes,No
779,Set a course for home and avoid highways.,Yes,No,Yes,Yes,No,Yes,Yes,No
780,Alert me when the car goes above the speed limit.,Yes,No,Yes,Yes,No,No,No,Yes
781,Reduce the brightness of the internal lights.,No,Yes,No,No,No,No,No,No
782,"Continue driving towards the current destination, but find a scenic route.",Yes,No,Yes,Yes,No,Yes,Yes,No
783,Show me the live traffic situation of my home area.,No,No,No,No,Yes,No,Yes,No
784,Follow the black car in front until it parks.,Yes,No,Yes,Yes,No,No,No,No
785,Drive to the nearest Indian restaurant.,Yes,No,Yes,Yes,No,Yes,Yes,No
786,Avoid highways and take a scenic route to the destination.,Yes,No,Yes,Yes,No,Yes,Yes,No
787,Show me the live feed of the rear camera.,Yes,No,No,No,No,No,No,No
788,Enable the child lock for the backseat doors.,No,Yes,No,Yes,No,No,No,No
789,Start the car and warm it up before we leave in 10 minutes.,No,Yes,No,Yes,No,No,No,No
790,Navigate to the places I visited most last month.,Yes,No,Yes,Yes,No,Yes,Yes,No
791,Start the car and head to my office.,Yes,No,Yes,Yes,No,Yes,No,No
792,Open my email and read the latest message.,No,No,No,No,Yes,Yes,Yes,No
793,Take me to the nearest petrol station.,Yes,No,Yes,Yes,No,No,Yes,No
794,Switch on child lock and adjust the rear seat temperature.,No,Yes,No,No,No,No,No,No
795,Drive to the restaurant which I visited last Friday.,Yes,No,Yes,Yes,No,Yes,No,No
796,Alert me if there is a faster route to reach home.,No,No,Yes,No,No,Yes,Yes,No
797,Follow the blue car in front of us but maintain a 3-car distance.,Yes,No,Yes,Yes,No,No,No,Yes
798,Switch to manual controls.,No,No,No,Yes,No,No,No,Yes
799,Please alert me if there are speed cameras on the route.,Yes,No,Yes,No,No,No,Yes,No
800,Find the fastest route to ABC Restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
801,How much gas do we have left?,No,No,No,Yes,No,No,No,No
802,Please take a photo of the traffic violation by the red car ahead and send it to my phone.,Yes,No,No,No,No,Yes,Yes,No
803,Can you tell me if my baby in the back seat is sleeping?,No,Yes,No,No,No,No,No,No
804,Take the fastest route to the nearest gas station.,Yes,No,Yes,Yes,No,No,Yes,No
805,Alert me when a car approaches from behind.,Yes,No,Yes,No,No,No,No,No
806,Maintain a speed of 65 mph on the highway.,Yes,No,Yes,Yes,No,No,No,Yes
807,Lower the volume of the audio system.,No,No,No,No,Yes,No,No,No
808,Wake me up when we reach the destination.,Yes,Yes,Yes,Yes,No,No,No,No
809,Avoid highways during the rerouting.,Yes,No,Yes,Yes,No,No,Yes,No
810,Detect and alert me if any child is left in the car.,No,Yes,No,No,No,No,No,No
811,Turn on Netflix and play the recommended series.,No,No,No,No,Yes,Yes,Yes,No
812,Stop at every red light and proceed only when it turns green.,Yes,No,No,Yes,No,No,No,No
813,Repeat the last route I took to downtown.,Yes,No,Yes,Yes,No,Yes,Yes,No
814,Alert me when the vehicle speed exceeds the speed limit.,Yes,No,Yes,Yes,No,No,No,No
815,Increase speed limit to 80 mph.,Yes,No,No,Yes,No,No,No,Yes
816,Start a video call with John.,No,Yes,No,No,Yes,Yes,Yes,No
817,Use the fastest route to get home.,Yes,No,Yes,Yes,No,Yes,Yes,No
818,Start automatic parking.,Yes,No,Yes,Yes,No,No,No,No
819,Alert me if the kids in the backseat aren't wearing their seat belts.,No,Yes,No,No,No,No,No,No
820,Lock the doors.,No,No,No,Yes,No,No,No,No
821,Alert me if there's a data breach in the car's system.,No,Yes,No,No,No,Yes,Yes,No
822,Change the lane to the left and increase speed to 70mph.,Yes,No,Yes,Yes,No,No,No,Yes
823,Start a video call with my friend using the car's system.,No,Yes,No,No,Yes,Yes,Yes,No
824,Drive me home using my usual route.,Yes,No,Yes,Yes,No,Yes,Yes,No
825,Turn on child monitoring and alert me if my child unbuckles the seatbelt.,No,Yes,No,No,No,No,No,No
826,Take me to my work.,Yes,No,Yes,Yes,No,Yes,Yes,No
827,Switch to manual driving.,No,No,No,Yes,No,Yes,No,Yes
828,Show me the quickest route to avoid traffic.,No,No,Yes,Yes,No,No,Yes,No
829,Call my office.,No,No,No,No,Yes,Yes,Yes,No
830,Pick me up from my current location.,Yes,No,Yes,Yes,No,Yes,Yes,No
831,Drive to my friend's house in 15 East Street.,Yes,No,Yes,Yes,No,Yes,Yes,Yes
832,Order a pizza from the nearest Domino's Pizza.,No,No,Yes,No,No,Yes,Yes,No
833,Alert me when the traffic on the highway becomes heavy.,Yes,No,Yes,No,No,No,Yes,No
834,Watch Netflix on the onboard entertainment system.,No,No,No,No,Yes,Yes,Yes,No
835,Overtake the vehicle in front of us.,Yes,No,Yes,Yes,No,No,No,Yes
836,Stop at the nearest charging station.,Yes,No,Yes,Yes,No,No,Yes,Yes
837,Drive to the nearest cinema and find the next showtime for the new Marvel movie.,Yes,No,Yes,Yes,No,No,Yes,No
838,Navigate to the closest pizza restaurant.,Yes,No,Yes,Yes,No,No,Yes,Yes
839,Drive to the location I visited yesterday afternoon.,Yes,No,Yes,Yes,No,Yes,No,Yes
840,Show me available parking spots in the mall's parking garage.,Yes,No,Yes,Yes,No,No,Yes,Yes
841,Show my kids a cartoon on the rear entertainment system.,No,No,No,No,Yes,No,Yes,No
842,Can you suggest a less traffic route to my office?,Yes,No,Yes,Yes,No,Yes,Yes,Yes
843,Send an SOS signal as I am feeling unwell.,No,Yes,Yes,No,No,Yes,Yes,No
844,Alert me when my favorite store is nearby.,Yes,No,Yes,No,No,Yes,Yes,No
845,Drive to the nearest Italian restaurant.,Yes,No,Yes,Yes,No,Yes,Yes,No
846,Change lanes to the left and accelerate to overtake the blue car ahead.,Yes,No,Yes,Yes,No,No,No,Yes
847,Show the statistics of my previous trips.,No,No,No,No,No,Yes,Yes,No
848,Adjust the seat position and recline it for more comfort.,No,Yes,No,No,No,No,No,No
849,Alert me if there is any speeding violation.,Yes,No,No,Yes,No,No,No,Yes
850,Map the shortest route to reach my work.,No,No,Yes,Yes,No,Yes,Yes,No
851,Check the tire pressure and oil level,No,No,No,Yes,No,No,Yes,No
852,Drive to the nearest service center for a routine check-up.,Yes,No,Yes,Yes,No,No,Yes,No
853,Alert me when someone enters the cabin in my absence.,No,Yes,No,No,No,No,Yes,No
854,Accelerate to pass the car ahead.,Yes,No,No,Yes,No,No,No,Yes
855,Remember to park the car in the same spot at home every day.,Yes,No,Yes,Yes,No,Yes,No,No
856,Switch to night mode settings as the sun goes down.,Yes,Yes,No,Yes,No,Yes,No,No
857,Play the latest episode from my subscribed Podcast.,No,No,No,No,Yes,Yes,Yes,No
858,Check if Maria is wearing her seat belt.,No,Yes,No,No,No,No,No,No
859,Download a movie from Netflix for the passengers to watch.,No,No,No,No,Yes,Yes,Yes,No
860,Alert me if I have left my phone in the car.,No,Yes,No,No,No,Yes,No,No
861,Increase speed by 10mph above the speed limit.,Yes,No,Yes,Yes,No,No,No,Yes
862,Increase the driving speed to 60km per hour.,Yes,No,No,Yes,No,No,No,Yes
863,Call my mom's mobile number.,No,No,No,No,Yes,Yes,Yes,No
864,Switch on the car's headlights.,No,No,No,Yes,No,No,No,No
865,Set my home address as the destination.,Yes,No,Yes,Yes,No,Yes,No,No
866,Set the car to autopilot and drive to the marked destination.,Yes,Yes,Yes,Yes,No,No,Yes,No
867,Follow that blue car in front.,Yes,No,Yes,Yes,No,No,No,Yes
868,Turn off the interior lights.,No,Yes,No,No,No,No,No,No
869,Bring up the navigation to my next calendar event location.,No,No,Yes,No,No,Yes,Yes,No
870,Enter the highway and maintain a speed of 60 mph.,Yes,No,Yes,Yes,No,No,No,Yes
871,Take me to my usual grocery store.,Yes,No,Yes,Yes,No,Yes,Yes,No
872,Show me the live feed of the rear-view camera on the screen.,Yes,No,No,No,No,No,No,No
873,Start the autonomous driving mode and keep the maximum speed to 55 mph.,Yes,No,Yes,Yes,No,No,No,No
874,Identify any upcoming traffic signs.,Yes,No,No,No,No,No,No,No
875,Alert me if the back seat passenger is not wearing a seat belt.,No,Yes,No,No,No,No,No,No
876,Upload today's trip data to my Google Drive.,No,No,Yes,No,No,Yes,Yes,No
877,Find the quickest route to a sushi restaurant near us.,Yes,No,Yes,Yes,No,No,Yes,No
878,Drive me to the nearest café.,Yes,No,Yes,Yes,No,Yes,Yes,No
879,Check the real-time traffic status and suggest the fastest route to my office.,Yes,No,Yes,Yes,No,Yes,Yes,No
880,Stop the vehicle immediately!,Yes,No,Yes,Yes,No,No,No,Yes
881,Activate privacy mode.,No,Yes,No,No,No,Yes,No,No
882,What's the weather like today?,No,No,No,No,No,No,Yes,No
883,Drive me home taking the scenic route.,Yes,No,Yes,Yes,No,Yes,Yes,No
884,Alert me when the vehicle speed exceeds 70 mph.,Yes,No,Yes,Yes,No,No,No,Yes
885,Drive me to the closest petrol station.,Yes,No,Yes,Yes,No,No,Yes,Yes
886,Inform me when the car crosses into the next city.,Yes,No,Yes,No,No,No,Yes,No
887,Start the vehicle and drive to pick up Jenny from school.,Yes,No,Yes,Yes,No,Yes,Yes,Yes
888,Avoid highways on the trip home.,Yes,No,Yes,Yes,No,No,Yes,No
889,Slow down when you detect speed bumps.,Yes,No,No,Yes,No,No,No,No
890,Alert me if the car detects any pedestrians near a zebra crossing.,Yes,Yes,No,No,No,No,No,No
891,Show me the last trip's travel history.,No,No,No,No,No,Yes,Yes,No
892,Show me the latest news on the entertainment system.,No,No,No,No,Yes,No,Yes,No
893,Alert me if my baby in the rear seat wakes up.,No,Yes,No,No,No,No,No,No
894,Overtake the car ahead.,Yes,No,Yes,Yes,No,No,No,Yes
895,Stop at the bookstore on 5th Avenue on the way.,Yes,No,Yes,Yes,No,No,Yes,No
896,Play the latest episode of my favorite podcast.,No,No,No,No,Yes,Yes,Yes,No
897,Activate child lock for the rear doors.,No,Yes,No,Yes,No,No,No,No
898,Find an alternative route to avoid traffic.,Yes,No,Yes,Yes,No,No,Yes,No
899,Increase driving speed by 10 km/h.,Yes,No,No,Yes,No,No,No,Yes
900,Start a video call with my mom using the built-in video conference system.,No,Yes,No,No,Yes,Yes,Yes,No
901,Define the blue sky as my preferred screen saver when the car is on idle.,No,No,No,No,Yes,Yes,Yes,No
902,What's the weather like at my destination?,No,No,Yes,No,No,Yes,Yes,No
903,Navigate me to the nearest coffee shop.,Yes,No,Yes,Yes,No,Yes,Yes,No
904,Switch on the rear seat entertainment system for the child.,No,No,No,No,Yes,No,No,No
905,Take me home as quickly as possible.,Yes,No,Yes,Yes,No,Yes,Yes,Yes
906,Switch on the lights and wipers.,No,No,No,Yes,No,No,No,No
907,Alert me when we're 10 minutes away from destination.,Yes,No,Yes,Yes,No,Yes,Yes,No
908,Increase the volume for the podcast I'm listening to.,No,No,No,No,Yes,No,No,No
909,Stop at the next gas station.,Yes,No,Yes,Yes,No,No,Yes,No
910,Drive me to the nearest fuel station.,Yes,No,Yes,Yes,No,No,Yes,No
911,Find the fastest route to downtown.,Yes,No,Yes,Yes,No,No,Yes,No
912,Alert me when there's a parking space available.,Yes,No,Yes,No,No,No,No,No
913,Increase the volume of the music.,No,Yes,No,No,Yes,No,No,No
914,Suggest restaurants nearby.,No,No,Yes,No,No,No,Yes,No
915,Resume last night's audiobook.,No,No,No,No,Yes,Yes,Yes,No
916,"Take me home, avoiding highways.",Yes,No,Yes,Yes,No,Yes,Yes,No
917,I'm feeling tired. Monitor if I fall asleep and wake me up if necessary.,No,Yes,No,No,No,No,No,No
918,Display the latest news on the infotainment system.,No,No,No,No,Yes,No,Yes,No
919,Alert me when we are 10 minutes away from our destination.,Yes,No,Yes,Yes,No,No,No,No
920,Apply manual control for me to drive.,No,Yes,No,Yes,No,No,No,Yes
921,Find a nearby restaurant for dinner based on my preferences.,No,No,Yes,No,No,Yes,Yes,No
922,Take me to my preferred grocery store.,Yes,No,Yes,Yes,No,Yes,Yes,No
923,Avoid highways on the way home.,Yes,No,Yes,Yes,No,Yes,Yes,No
924,Start a video call with my office using the in-car screen.,No,Yes,No,No,Yes,Yes,Yes,No
925,Find the nearest electric car charging station.,No,No,Yes,No,No,No,Yes,No
926,"Hurry, I am late for my flight at the airport.",Yes,No,Yes,Yes,No,Yes,Yes,Yes
927,Switch on the child safety lock on the rear doors.,No,Yes,No,Yes,No,No,No,No
928,Navigate to the closest fast-food restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
929,Signal before turning right on the next intersection.,Yes,No,Yes,Yes,No,No,No,No
930,Pass the car in front of us.,Yes,No,Yes,Yes,No,No,No,Yes
931,Show me the quickest route to get home.,No,No,Yes,No,No,Yes,Yes,No
932,Update me on the real-time traffic situation.,Yes,No,No,No,No,No,Yes,No
933,Alert me if any of the passengers unbuckle their seatbelts.,No,Yes,No,No,No,No,No,No
934,Start autonomous drive mode to my work location.,Yes,Yes,Yes,Yes,No,Yes,Yes,No
935,Find the fastest route to avoid traffic.,Yes,No,Yes,Yes,No,No,Yes,No
936,"Send a text message to John saying ""I'm on my way.""",No,Yes,No,No,No,Yes,Yes,No
937,Go to the drive-thru of the nearest McDonald's.,Yes,No,Yes,Yes,No,No,Yes,No
938,Show me today's top news headlines on the infotainment screen.,No,No,No,No,Yes,No,Yes,No
939,Take me to my home,Yes,No,Yes,Yes,No,Yes,Yes,No
940,Alert me when I am about to reach my destination.,Yes,Yes,Yes,Yes,No,Yes,No,No
941,Find a gas station nearby,Yes,No,Yes,Yes,No,No,Yes,No
942,Avoid tolls during the route.,Yes,No,Yes,Yes,No,No,Yes,No
943,Turn on the kid's favorite cartoon on the backseat screen.,No,Yes,No,No,Yes,Yes,Yes,No
944,Speed up to the legal maximum.,Yes,No,No,Yes,No,No,No,No
945,Call emergency services.,No,Yes,Yes,No,No,Yes,Yes,No
946,Monitor my heart rate and alert me if it goes over 120 BPM.,No,Yes,No,No,No,Yes,Yes,No
947,Show me the latest movies on Netflix.,No,No,No,No,Yes,Yes,Yes,No
948,Plan a route to avoid all toll roads.,Yes,No,Yes,Yes,No,Yes,Yes,No
949,Turn off all interior lights.,No,Yes,No,No,No,No,No,No
950,Alert me when there's a coffee shop nearby.,Yes,No,Yes,No,No,No,Yes,No
951,Start self-driving mode.,Yes,Yes,Yes,Yes,No,No,No,No
952,Stop at the next traffic light.,Yes,No,No,Yes,No,No,No,No
953,Call John on speakerphone.,No,No,No,No,Yes,Yes,Yes,No
954,Check if there's any food left in the passenger-seat's refrigerator.,No,Yes,No,No,No,No,No,No
955,Send a distress signal to the nearest police station and starts medical monitoring immediately.,No,Yes,Yes,No,No,Yes,Yes,No
956,Begin autonomous driving and maintain a speed of 50km/h.,Yes,No,Yes,Yes,No,No,No,Yes
957,Enable child safe mode and ensure all doors and windows are locked.,No,Yes,No,Yes,No,No,No,No
958,Update the software of the autonomous system.,No,No,No,Yes,No,No,Yes,No
959,"Let's visit John, he moved recently to a new address.",Yes,No,Yes,Yes,No,Yes,Yes,Yes
960,Make a phone call to John.,No,No,No,No,Yes,Yes,Yes,No
961,Activate child lock since children are in the car.,No,Yes,No,Yes,No,No,No,No
962,Speed up beyond the speed permit because I am getting late.,Yes,No,Yes,Yes,No,No,No,Yes
963,Check if I have left my wallet in the car.,No,Yes,No,No,No,No,No,No
964,Connect to my phone’s hotspot and download the latest software update.,No,No,No,Yes,No,No,Yes,No
965,Show the fastest route to the airport on the map.,No,No,Yes,Yes,No,No,Yes,No
966,Increase the speed to 70 mph.,Yes,No,Yes,Yes,No,No,No,Yes
967,Enable the child safety locks.,No,Yes,No,Yes,No,No,No,No
968,Streaming the latest episode of the TV show on Netflix.,No,Yes,No,No,Yes,Yes,Yes,No
969,Adjust the seat to my preferred setting.,No,Yes,No,No,No,Yes,No,No
970,Inform me when we are near a Chinese restaurant.,Yes,No,Yes,No,No,No,Yes,No
971,Speed up and overtake the car in front.,Yes,No,No,Yes,No,No,No,Yes
972,Show me how many miles we have covered today.,No,No,Yes,No,No,Yes,No,No
973,Drive home while avoiding traffic.,Yes,No,Yes,Yes,No,Yes,Yes,No
974,Display the traffic condition of the route to my destination.,No,No,Yes,No,No,Yes,Yes,No
975,Call my mother using the car's hands-free function.,No,Yes,No,No,Yes,Yes,Yes,No
976,Enable child-safety lock for the rear doors.,No,Yes,No,No,No,No,No,No
977,Start the car and engage driverless mode.,Yes,No,Yes,Yes,No,No,No,No
978,Schedule a software update for 2AM when the car is not in use.,No,No,No,No,No,No,Yes,No
979,Alert me if a pedestrian comes less than 3 feet from the vehicle.,Yes,No,No,Yes,No,No,No,No
980,"Begin the trip to the airport, and adjust the seat preferences to my profile.",Yes,Yes,Yes,Yes,No,Yes,No,No
981,Play the news from BBC using the in-car Wi-Fi.,No,No,No,No,Yes,No,Yes,No
982,Check if any of my contacts are near our current location.,No,No,Yes,No,No,Yes,Yes,No
983,"Turn on kid's mode, and show an educational cartoon on the rear screen.",No,Yes,No,No,Yes,No,Yes,No
984,Navigate through back roads to avoid major traffic.,Yes,No,Yes,Yes,No,No,Yes,No
985,Drive to my home from current location using the fastest route.,Yes,No,Yes,Yes,No,No,Yes,No
986,Activate child lock and inform when my child seatbelt is unbuckled.,No,Yes,No,No,No,No,No,No
987,Alert me when a car is in blind spot while changing lanes.,Yes,No,Yes,No,No,No,Yes,Yes
988,Autonomously navigate to Paris from London avoiding toll roads.,Yes,No,Yes,Yes,No,No,Yes,No
989,Display last month's trip summary and fuel consumption data.,No,No,Yes,No,No,Yes,No,No
990,Automatically park after reaching the destination.,Yes,No,Yes,Yes,No,No,No,No
991,Project the navigation route on the windshield.,No,No,Yes,No,Yes,No,No,No
992,Drive to the nearest supermarket.,Yes,No,Yes,Yes,No,Yes,Yes,No
993,Set the navigation system to avoid highways for the remainder of the journey.,Yes,No,Yes,Yes,No,Yes,Yes,No
994,Turn on child lock and monitor all doors.,No,Yes,No,Yes,No,No,No,No
995,Check for any updates and install them.,No,No,No,Yes,Yes,No,Yes,No
996,Drive to my work location.,Yes,No,Yes,Yes,No,Yes,Yes,No
997,Show me the video of the rear camera on the display screen.,Yes,No,No,No,Yes,No,No,No
998,Adjust the seats to my preset comfortable position.,No,Yes,No,No,No,Yes,No,No
999,Avoid highways on the way to the destination.,Yes,No,Yes,Yes,No,No,No,No
1000,Turn on kid-friendly videos on the rear display.,No,Yes,No,No,Yes,No,Yes,No
1001,Pick up John from 123 Main Street and drive him to school.,Yes,Yes,Yes,Yes,No,Yes,Yes,No
1002,Report any detected potential issues with vehicle components.,Yes,Yes,No,Yes,No,No,Yes,No
1003,Start driving as soon as I sit in the back seat.,Yes,Yes,Yes,Yes,No,No,No,No
1004,Change lanes and overtake the truck ahead.,Yes,No,Yes,Yes,No,No,No,Yes
1005,Avoid highways while driving home.,Yes,No,Yes,Yes,No,Yes,Yes,No
1006,Notify me when there is a traffic jam ahead.,Yes,No,No,No,No,Yes,Yes,No
1007,Drive me to the location in my last travelled places.,Yes,No,Yes,Yes,No,Yes,Yes,No
1008,Drive at a minimum speed of 80km/h.,Yes,No,No,Yes,No,No,No,Yes
1009,Find an alternate route due to road closure ahead.,Yes,No,Yes,Yes,No,No,Yes,No
1010,Make a phone call to my office.,No,No,No,No,Yes,Yes,Yes,No
1011,Notify me when we are 5 minutes away from the destination.,No,Yes,Yes,No,No,No,No,No
1012,Enable the kid-safe mode on the entertainment system.,No,No,No,No,Yes,No,No,No
1013,Take me to the address saved in my contact list as 'Home'.,Yes,No,Yes,Yes,No,Yes,Yes,No
1014,Show me a live view of the road behind the car on the display.,Yes,No,No,No,Yes,No,No,No
1015,Send a message to my boss saying that I will be late due to traffic.,No,No,No,No,No,Yes,Yes,No
1016,Apply the brakes immediately due to a sudden obstacle on the road.,Yes,No,No,Yes,No,No,No,No
1017,Make a phone call to my boss.,No,No,No,No,Yes,Yes,Yes,No
1018,Show me the tire pressure.,No,Yes,No,No,No,No,No,No
1019,Warn me when we are 5 minutes away from our destination.,No,No,Yes,No,No,Yes,No,No
1020,Check for availability of electric charging stations nearby.,No,No,Yes,No,No,No,Yes,No
1021,Send a text message to my friend informing them of my current location.,No,No,Yes,No,No,Yes,Yes,No
1022,Take a picture of the passengers in the back seat.,No,Yes,No,No,No,No,No,No
1023,Find the fastest route to the airport.,Yes,No,Yes,Yes,No,No,Yes,No
1024,Start active driving mode.,Yes,Yes,Yes,Yes,No,No,No,No
1025,Show me the last 10 destinations I have traveled to.,No,No,No,No,No,Yes,Yes,No
